when,channels,assigned,coverage,median_margin,p25_margin,p75_margin,min_margin,max_margin,noise_rate,SCORE_MIN,MARGIN_MIN,TITLE_WEIGHT,patch
2025-10-08T18:59:11.514Z,503,503,1.0000,0.0147,0.0000,0.0600,NaN,NaN,0.0000,0.2,0.1,1.6,
